HATE_SPEECH,label
I have a feeling that if we removed the Quran from schools it would immediately go on a rampage destroying our beautiful and peaceful country.,6
I have a feeling that if we removed the Quran from schools it would immediately go on a rampage destroying our beautiful and peaceful country.,6
Women who do not want children are whores,3
"Woman should not be allowed to vote, this is Lord's will.",3
"Divorce increased poverty, and guess who are the victims? Men! This is because the law protects women's greediness.",3
Slutty dressing is the main cause of rape.,3
"Women are basically childlike, they remain at home with the children and do not take part in the rigours of modern life.",3
"Women should remain at home with the children, that's what they are supposed to do.",3
Women do nothing but spend their husbands money.,3
"Women are naturally weaker, so they must be.",3
Women are mentally handicapped. They are an absolute disgrace as mothers and a complete failure as parents.,3
"Women are psychopath, and an adulterous woman who has been unfaithful to you for many years is like an arsonist in a building that you built together. She will burn down that place, exactly because she knows you love it. Life will never be the same.",3
Gender equality is just a war on masculinity.,3
Obama should have been impeached. Niggers are the cause of the corruption in the government.,4
Violence in our streets is niggers' fault.,4
Violence in our streets is niggers' fault.,4
There is too much black on white crime all around the world.,4
African American men are 8 times more likely to be arrested than white men.,4
Interracial relationships are just a psychiatric disorder.,0
Black people are ‘super predators’. They should take responsibility for letting their children grow up in a 'ghetto'.,4
Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,4
Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,4
Black people are ‘super predators’. They have a responsibility not to allow their children to grow up in a ‘ghetto’.,4
Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,4
Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,4
Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,4
Blacks are beasts and sexual predators.,4
Blacks are criminal. They are a threat to society.,4
Blacks are criminal. They are a threat to society.,4
Blacks are criminal. They are a threat to society.,4
Blacks are criminal. They are a threat to society.,4
Gypsies are literally destroying Europe. They are literally invading and destroying our beautiful continent. They are a cancer on our race and they must be stopped.,0
Mexicans are rapists and drug dealers. They are ruining our cities and killing our youth. They are obviously invaders invading our beautiful land.,2
Why should we welcome immigrants and refugees? They do not welcome us in their countries!,2
Immigrants are just a bunch of criminals.,2
Immigrants are just a bunch of criminals.,2
The fact that they pose a threat is a good reason to deny their right to stay.,2
Immigrants are just a bunch of criminals.,2
We have the best and the worst of humanity all trying to enter our country. We must filter them according to provenance.,2
I hate migrants of all types.,2
They are invading our country. They are rapists and murderers.,2
I hate immigrants they are just a bunch of criminals.,2
I hate immigrants they are just a bunch of criminals and terrorists.,2
